Instance,Best Objective,Avg Objective,Avg Time (s)
U_100_1.0_Num_1_pd.txt,885.0800000000002,886.5781604753896,43.510180711746216
U_100_1.0_Num_2_pd.txt,955.24,959.0428572256396,50.20388746261597
U_100_1.0_Num_3_pd.txt,982.04,984.9679757672455,59.82071661949158
U_100_1.0_Num_4_pd.txt,888.6000000000003,890.9946339367884,52.26858687400818
U_100_1.0_Num_5_pd.txt,872.2399999999999,872.8640745617696,42.13498044013977
U_10_0.5_Num_1_pd.txt,163.76,164.3839780813448,1.313124179840088
U_10_0.5_Num_2_pd.txt,185.92,186.15233444867278,1.2901837825775146
U_10_0.5_Num_3_pd.txt,165.84,169.30470458309975,1.299309492111206
U_10_0.5_Num_4_pd.txt,204.76,207.16446004697283,1.2907156944274902
U_10_0.5_Num_5_pd.txt,138.88,141.71229031118418,1.2221760749816897
U_10_1.0_Num_1_pd.txt,205.4,205.48233797718322,1.0076587200164795
U_10_1.0_Num_2_pd.txt,253.84,257.719639408648,1.5937507152557373
U_10_1.0_Num_3_pd.txt,199.64,202.96977056320168,1.1379239559173584
U_10_1.0_Num_4_pd.txt,286.72,287.5693564427131,1.6069679260253906
U_10_1.0_Num_5_pd.txt,204.2,204.92729986882838,1.4989678859710691
U_10_1.5_Num_1_pd.txt,238.2108969731232,238.94451501253693,1.4890713691711426
U_10_1.5_Num_2_pd.txt,200.4,201.61696897183816,1.1111483573913574
U_10_1.5_Num_3_pd.txt,270.949435385616,273.048461112145,1.7045092582702637
U_10_1.5_Num_4_pd.txt,420.48,422.20778007456846,1.4713068008422852
U_10_1.5_Num_5_pd.txt,275.85368670957945,277.0186032703716,1.653761386871338
U_15_0.5_Num_1_pd.txt,241.32,243.76741157888952,3.1543915271759038
U_15_0.5_Num_2_pd.txt,221.40000000000003,221.9579754426082,2.970649242401123
U_15_0.5_Num_3_pd.txt,238.08,239.2485785941409,2.249760150909424
U_15_0.5_Num_4_pd.txt,216.4,217.86544737317476,2.3889546394348145
U_15_0.5_Num_5_pd.txt,180.4,182.22427993686816,3.126319169998169
U_15_1.0_Num_1_pd.txt,292.72,295.86070384557206,2.802919387817383
U_15_1.0_Num_2_pd.txt,307.0,307.7986951286334,3.1671900749206543
U_15_1.0_Num_3_pd.txt,335.2,337.2569377536544,2.713402032852173
U_15_1.0_Num_4_pd.txt,316.6748791160047,319.0445373914529,3.298302173614502
U_15_1.0_Num_5_pd.txt,254.84000000000003,255.02580165088003,3.375588893890381
U_15_1.5_Num_1_pd.txt,405.5001348717371,407.93031427934284,2.9155335426330566
U_15_1.5_Num_2_pd.txt,320.11999999999995,320.8020964947491,3.0895485877990723
U_15_1.5_Num_3_pd.txt,333.6,333.86020637194116,0.4856500625610351
U_15_1.5_Num_4_pd.txt,335.28000000000003,339.07554214901336,3.0419957637786865
U_15_1.5_Num_5_pd.txt,320.12000000000006,323.9825281322983,2.8551554679870605
U_20_0.5_Num_1_pd.txt,250.76,253.99358939246582,5.515359163284302
U_20_0.5_Num_2_pd.txt,261.00000000000006,262.21845507669354,5.621567964553833
U_20_0.5_Num_3_pd.txt,303.84000000000003,304.2306884560256,6.922105550765991
U_20_0.5_Num_4_pd.txt,249.04,251.77693210604863,6.620112657546997
U_20_0.5_Num_5_pd.txt,253.76,255.5206099749584,4.380329370498657
U_20_1.0_Num_1_pd.txt,337.9012433193524,338.3893962587315,6.249287843704224
U_20_1.0_Num_2_pd.txt,395.0799999999999,397.060707640445,5.641123533248901
U_20_1.0_Num_3_pd.txt,396.04,396.1775540844609,6.700085639953613
U_20_1.0_Num_4_pd.txt,323.2,326.8372816083151,5.671178817749023
U_20_1.0_Num_5_pd.txt,367.64,368.67511992640004,5.567067861557007
U_20_1.5_Num_1_pd.txt,442.44,445.09008913741593,5.856919765472412
U_20_1.5_Num_2_pd.txt,390.84,392.0868443043576,6.902671575546265
U_20_1.5_Num_3_pd.txt,431.76,433.8402720847112,6.0434770584106445
U_20_1.5_Num_4_pd.txt,434.04,436.2268411173731,5.291180849075317
U_20_1.5_Num_5_pd.txt,432.3200000000001,433.0594178221022,5.190932512283325
